Number of Referrals,Tenure in Months,Multiple Lines,Internet Service,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Paperless Billing,Monthly Charge,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Gender,Age,Number of Dependents,Total Customer Svc Requests,Product/Service Issues Reported,Contract_One Year,Contract_Two Year,Internet Type_DSL,Internet Type_Fiber Optic,Internet Type_None,Payment Method_Credit Card,Payment Method_Mailed Check
1,16,1,1,8,0,0,0,0,1,0,0,1,1,88.348,0.0,0.0,109.12,0,34,0,5,1,0,0,1,0,0,0,0
10,52,1,0,0,0,0,0,0,0,0,0,0,1,25.05,0.0,0.0,276.64,0,30,0,1,0,0,1,0,0,1,0,0
9,22,0,1,82,1,1,0,1,0,0,1,0,1,57.95,0.0,1043.0,936.76,1,21,3,1,0,0,0,0,0,0,1,0
1,25,0,1,53,0,1,1,0,0,0,0,0,0,53.65,0.0,718.0,904.25,1,63,3,1,0,1,0,0,1,0,1,0
0,1,0,1,20,0,0,0,0,0,0,0,0,1,71.968,0.0,0.0,10.08,0,51,0,6,0,0,0,0,1,0,0,0
0,2,0,1,71,0,1,0,0,0,0,0,1,0,49.25,0.0,6.89,81.5,1,22,0,1,1,0,0,0,1,0,1,0
2,33,1,1,18,0,0,1,1,1,1,1,1,1,79.15,0.0,45.57,1042.47,0,47,2,0,0,1,0,0,1,0,0,0
8,72,1,0,0,0,0,0,0,0,0,0,0,1,26.0,0.0,0.0,1942.56,0,60,0,0,0,0,1,0,0,1,1,0
1,71,0,1,14,1,1,1,1,1,1,1,1,1,109.7,0.0,0.0,707.1600000000001,0,67,0,0,0,0,1,0,1,0,0,0
0,68,1,1,13,1,1,1,0,0,1,1,1,1,76.9,0.0,0.0,86.36,1,60,0,1,1,1,0,0,1,0,1,0
9,9,0,0,0,0,0,0,0,0,0,0,0,0,20.35,0.0,0.0,277.47,0,22,1,0,0,0,1,0,0,1,1,0
0,66,1,1,20,1,1,1,1,0,1,1,1,1,103.1,0.0,131.9,2847.24,0,33,0,2,0,0,0,1,0,0,0,0
1,17,1,1,18,0,0,1,0,1,1,0,1,1,104.468,0.0,0.0,479.06,1,74,0,0,0,0,0,0,0,0,1,0
4,65,1,1,47,1,0,1,1,1,1,1,0,0,109.3,0.0,3449.0,861.25,0,22,2,0,0,0,1,0,0,0,0,0
0,46,0,1,82,0,1,1,1,1,1,1,1,1,104.4,0.0,0.0,269.56,0,20,0,2,1,0,1,0,1,0,0,0
1,2,0,1,23,0,0,0,0,0,0,0,0,0,73.21600000000001,0.0,34.0,92.46,0,47,0,1,1,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,19.45,0.0,0.0,16.44,0,38,2,1,0,0,0,0,0,1,0,0
0,6,0,1,11,0,0,0,0,1,0,0,1,1,79.7,0.0,0.0,289.92,1,69,0,0,0,0,0,0,1,0,0,0
1,6,1,1,25,0,0,0,1,0,0,0,0,1,83.72,0.0,126.0,216.72,0,64,0,4,2,0,0,1,0,0,0,0
0,17,0,1,53,1,0,0,0,0,0,0,1,1,50.3,0.0,0.0,775.37,1,35,3,0,0,0,0,1,0,0,1,0
10,8,0,1,57,0,0,0,0,1,0,0,0,1,54.4,0.0,271.0,12.48,1,49,3,1,1,0,0,0,1,0,0,0
3,25,0,0,0,0,0,0,0,0,0,0,0,1,20.95,0.0,0.0,627.0,1,47,0,2,1,1,0,0,0,1,0,0
0,57,1,1,10,0,0,0,1,1,0,0,0,1,90.45,0.0,523.0,1753.89,1,34,0,1,0,0,1,0,1,0,1,0
0,1,1,1,20,0,0,0,0,0,0,0,0,1,78.312,0.0,0.0,39.44,1,38,0,1,1,0,0,0,0,0,0,0
0,21,0,1,15,1,0,1,0,0,1,1,1,0,64.85,0.0,0.0,648.48,0,55,0,2,0,1,0,1,0,0,0,1
1,41,0,0,0,0,0,0,0,0,0,0,0,0,19.7,0.0,0.0,981.95,0,45,1,1,2,0,1,0,0,1,0,0
4,42,0,0,0,0,0,0,0,0,0,0,0,0,20.25,0.0,0.0,391.86,1,57,2,0,0,1,0,0,0,1,1,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,19.65,0.0,0.0,6.08,0,50,0,0,0,0,0,0,0,1,0,1
0,41,1,1,16,0,1,0,0,1,0,0,0,1,89.2,2.21,583.0,1715.85,1,35,0,0,0,0,0,0,1,0,0,0
0,66,1,1,28,0,1,1,1,1,1,0,0,0,115.336,0.0,2081.0,653.4,1,69,0,2,0,1,0,0,0,0,1,0
0,53,0,1,28,1,1,0,1,0,1,1,1,1,96.75,0.0,0.0,1832.74,0,72,0,2,0,1,0,0,1,0,1,0
9,6,0,0,0,0,0,0,0,0,0,0,0,0,19.7,0.0,0.0,33.12,0,29,3,1,0,0,0,0,0,1,1,0
0,1,0,1,15,1,0,0,0,0,0,0,1,0,49.55,0.0,0.0,10.83,0,45,0,0,0,0,0,0,1,0,0,0
0,44,0,1,17,0,0,1,1,1,1,1,1,0,74.85,17.91,0.0,339.68,0,76,0,2,0,1,0,1,0,0,0,0
0,2,0,1,11,0,0,0,0,0,1,1,1,1,83.408,0.0,1.99,52.94,1,58,0,5,0,0,0,0,0,0,0,0
0,30,1,1,59,0,0,1,0,1,1,1,1,0,100.45,0.0,0.0,1034.7,0,27,0,1,0,0,0,0,1,0,0,0
9,70,1,1,29,1,0,1,0,1,0,0,0,0,68.95,0.0,1409.0,1586.9,1,49,1,2,2,0,1,1,0,0,1,0
7,70,0,0,0,0,0,0,0,0,0,0,0,0,19.8,0.0,0.0,819.7,0,41,0,0,0,0,1,0,0,1,0,0
0,41,1,1,30,0,0,1,1,0,1,1,1,1,68.6,0.0,0.0,1514.13,0,36,0,1,0,1,0,0,1,0,0,0
0,8,0,1,2,0,1,0,0,0,0,0,1,1,29.25,0.0,0.0,0.0,0,57,0,2,0,0,0,0,1,0,1,0
0,65,0,1,9,0,1,1,0,1,1,0,0,1,53.5,0.0,317.0,0.0,0,75,0,0,0,0,1,0,1,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,19.5,0.0,0.0,33.02,0,57,0,0,0,0,0,0,0,1,1,0
0,32,1,1,23,0,1,0,0,0,0,0,0,1,83.564,0.0,597.0,47.68,1,31,0,1,5,0,0,0,0,0,0,0
0,65,1,1,7,1,1,0,1,0,0,0,0,1,89.85,0.0,409.0,2491.45,0,47,0,0,0,1,0,1,0,0,0,0
3,66,1,1,9,0,1,1,1,1,1,0,0,1,108.45,0.0,637.0,1438.14,1,77,0,1,0,1,0,0,0,0,0,0
1,24,1,1,20,1,0,0,0,0,0,0,0,0,56.940000000000005,0.0,268.0,414.48,1,63,2,6,0,0,0,0,0,0,0,0
0,25,0,0,0,0,0,0,0,0,0,0,0,0,19.9,0.0,0.0,34.0,0,50,0,1,0,1,0,0,0,1,1,0
1,67,1,1,11,0,1,1,0,0,0,0,0,0,90.89600000000002,0.0,651.0,1902.8,1,34,0,0,0,1,0,0,1,0,0,0
0,63,0,1,28,1,1,0,1,0,0,0,0,1,40.6,0.0,725.0,0.0,1,48,0,0,0,1,0,0,1,0,0,0
2,68,1,0,0,0,0,0,0,0,0,0,0,1,24.95,0.0,0.0,1811.52,0,38,0,0,0,0,1,0,0,1,1,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,18.85,0.0,0.0,7.8,0,59,0,0,0,0,0,0,0,1,0,0
5,23,1,1,48,0,0,0,1,1,1,1,1,1,73.65,0.0,0.0,334.19,0,20,0,0,0,0,0,0,0,0,1,0
9,72,1,0,0,0,0,0,0,0,0,0,0,1,25.25,0.0,0.0,3564.72,0,45,0,0,0,0,1,0,0,1,0,0
0,42,0,1,20,0,0,1,1,0,1,1,1,0,66.5,0.0,0.0,1459.9199999999998,0,33,0,0,0,0,1,0,1,0,1,0
5,10,1,0,0,0,0,0,0,0,0,0,0,0,25.75,0.0,0.0,228.3,1,39,1,1,0,0,1,0,0,1,1,0
0,18,0,1,18,0,1,0,0,0,0,0,0,1,74.7,0.0,233.0,379.62,0,78,0,0,0,0,0,0,1,0,0,0
0,3,0,0,0,0,0,0,0,0,0,0,0,0,19.6,0.0,0.0,106.95,1,42,0,1,0,1,0,0,0,1,1,0
0,52,0,1,56,0,1,1,1,1,1,1,0,1,109.2,0.0,3039.0,2563.08,1,21,0,4,2,1,0,0,1,0,0,0
1,42,1,1,30,0,0,0,0,1,1,1,0,1,97.968,0.0,1256.0,287.28,0,25,0,4,3,0,0,0,0,0,0,0
6,71,0,1,19,1,1,0,1,1,1,1,1,0,59.7,0.0,0.0,0.0,0,44,1,0,0,0,1,0,0,0,0,0
0,49,0,0,0,0,0,0,0,0,0,0,0,0,20.7,0.0,0.0,1429.82,0,62,0,2,0,1,0,0,0,1,1,0
1,72,1,1,3,1,0,1,1,1,0,0,0,1,98.2,0.0,210.0,1834.56,0,32,0,1,0,0,1,0,1,0,0,0
3,69,1,1,6,0,0,1,1,1,1,1,0,0,105.35,0.0,434.0,1013.61,0,51,0,1,2,0,1,0,0,0,0,0
3,33,0,1,52,1,1,0,1,0,0,0,0,1,61.05,0.0,1050.0,524.37,1,19,0,0,0,0,1,0,0,0,1,0
1,18,0,0,0,0,0,0,0,0,0,0,0,0,20.05,0.0,0.0,505.08,1,56,3,1,0,1,0,0,0,1,0,0
0,2,0,0,0,0,0,0,0,0,0,0,0,0,20.45,0.0,0.0,92.0,0,23,0,0,0,1,0,0,0,1,1,0
2,20,0,0,0,0,0,0,0,0,0,0,0,1,20.0,0.0,0.0,383.0,0,21,0,1,0,1,0,0,0,1,1,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,20.15,0.0,0.0,40.51,1,35,0,2,0,0,0,0,0,1,1,0
0,36,0,1,94,0,1,0,1,0,1,1,1,1,68.016,0.0,0.0,954.36,1,25,0,5,1,1,0,0,0,0,1,0
1,11,1,1,29,0,0,1,0,1,1,1,1,1,103.48,0.0,0.0,341.88,0,43,0,2,1,0,0,0,0,0,0,0
9,66,1,1,3,1,1,1,1,1,1,1,1,0,89.9,0.0,17.88,2399.76,0,31,0,2,0,0,1,1,0,0,1,0
1,41,1,1,11,1,1,1,1,1,1,1,0,1,118.144,0.0,505.0,205.41,0,41,0,3,0,0,0,0,1,0,0,0
3,65,1,1,31,1,0,1,0,1,1,0,1,0,109.46,0.0,0.0,1195.35,0,78,0,5,0,0,0,0,0,0,0,0
0,27,1,1,6,0,1,0,0,0,0,0,0,1,84.70800000000001,0.0,127.0,1158.57,1,80,0,6,0,0,0,0,1,0,0,0
0,4,0,1,21,0,0,0,0,0,1,1,1,0,56.472,0.0,0.0,160.6,1,64,0,2,0,0,0,0,1,0,0,0
0,50,0,1,26,0,0,1,1,0,1,1,0,1,89.7,0.0,1119.0,1490.0,0,63,0,2,1,0,1,0,1,0,0,0
0,2,0,1,48,0,0,0,1,1,1,1,0,0,70.3,0.0,64.0,47.04,1,21,0,1,0,0,0,1,0,0,0,0
1,33,0,1,45,0,0,1,0,1,1,1,0,1,99.632,0.0,1367.0,1379.4,1,24,0,0,0,1,0,1,0,0,0,0
0,11,0,1,22,0,0,0,0,0,0,0,0,0,45.2,0.0,108.0,446.49,1,44,0,0,0,0,0,1,0,0,1,0
5,24,1,1,4,1,0,0,1,0,0,0,1,1,58.35,0.0,0.0,816.24,1,50,0,0,0,1,0,0,1,0,0,0
0,70,0,1,11,1,1,1,1,0,0,0,1,1,44.6,0.0,0.0,0.0,0,62,0,1,0,0,1,0,0,0,0,0
0,36,1,1,8,0,1,0,0,1,1,1,1,1,103.116,0.0,0.0,480.6,0,54,0,3,3,0,0,0,1,0,0,0
2,62,0,1,23,1,1,1,1,1,1,1,1,0,86.1,0.0,119.95,2678.4,1,51,0,1,2,0,1,0,0,0,0,0
5,71,1,1,19,1,1,1,0,1,0,0,0,0,100.5,0.0,1336.0,2591.5,0,61,2,3,1,0,1,0,0,0,0,0
0,38,1,1,27,0,0,1,1,1,1,1,1,1,103.65,0.0,0.0,910.1,0,22,0,0,0,0,0,0,1,0,0,0
0,15,1,1,29,0,0,0,0,0,0,0,0,0,53.612,0.0,222.0,47.25,1,47,0,6,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,20.4,0.0,0.0,45.91,0,29,0,0,0,0,0,0,0,1,1,0
0,25,0,1,23,1,1,1,1,1,0,0,1,0,77.272,0.0,0.0,34.25,0,48,0,3,2,1,0,0,0,0,1,0
7,20,0,0,0,0,0,0,0,0,0,0,0,0,19.7,0.0,0.0,146.2,0,50,3,1,0,1,0,0,0,1,0,0
5,58,0,1,17,0,1,1,0,1,0,0,1,1,91.55,0.0,0.0,2362.92,0,49,2,1,0,0,0,0,1,0,0,0
0,3,0,1,28,0,1,1,1,1,1,1,1,1,107.95,0.0,0.0,37.98,1,42,0,1,0,0,0,0,0,0,0,0
0,40,0,1,7,1,1,0,0,1,1,1,1,1,58.032,0.0,0.0,0.0,0,72,0,4,0,0,0,0,1,0,0,0
0,1,0,1,21,0,0,0,0,0,0,0,1,0,44.75,0.0,0.0,40.87,0,35,0,2,0,0,0,0,1,0,1,0
0,15,1,1,59,1,0,0,0,1,0,0,0,1,87.75,0.0,733.0,207.0,1,20,0,1,0,0,0,0,1,0,0,0
0,3,0,1,22,0,0,1,0,1,0,0,1,1,90.324,0.0,0.0,55.14,0,73,0,2,1,0,0,1,0,0,0,0
3,68,0,1,18,1,1,0,1,0,1,1,1,0,95.1,0.0,120.3,631.7199999999999,1,31,2,1,0,0,1,0,1,0,0,0
0,23,1,1,23,0,0,0,0,1,1,1,1,1,93.5,0.0,53.86,416.7600000000001,0,46,0,1,0,0,0,0,1,0,0,0
1,72,1,1,19,1,0,1,1,1,1,1,1,0,84.7,0.0,0.0,1792.8,0,46,1,0,0,0,1,0,1,0,1,0
10,59,0,1,21,1,1,1,0,0,0,0,0,1,82.95,0.0,1030.0,248.39,1,75,0,0,0,1,0,0,0,0,1,0
0,64,1,0,0,0,0,0,0,0,0,0,0,1,24.4,0.0,0.0,1019.52,0,36,0,1,0,1,0,0,0,1,0,0
7,61,1,0,0,0,0,0,0,0,0,0,0,1,24.2,0.0,0.0,2125.24,0,56,1,0,0,0,1,0,0,1,1,0
0,12,0,1,9,1,1,0,1,1,0,0,1,1,50.95,0.0,0.0,0.0,1,45,0,0,0,0,0,0,0,0,0,0
0,11,0,0,0,0,0,0,0,0,0,0,0,0,20.4,0.0,0.0,547.8,1,60,0,1,0,0,1,0,0,1,1,0
1,66,1,1,14,0,1,1,1,1,1,0,0,1,115.284,0.0,1049.0,3225.42,1,66,0,1,2,1,0,1,0,0,0,0
1,24,0,1,13,0,0,1,0,1,1,1,1,1,96.876,0.0,0.0,386.4,1,77,0,1,0,0,0,0,1,0,0,0
7,62,1,1,3,0,1,0,0,0,1,1,1,1,89.8,0.0,0.0,1704.38,1,65,0,1,0,0,0,1,0,0,0,0
0,44,0,1,25,0,1,0,1,1,1,1,0,0,104.572,0.0,1100.0,1888.48,1,41,0,4,2,0,0,0,0,0,0,0
7,69,1,1,3,1,1,1,1,1,1,1,0,0,113.25,0.0,237.0,2292.87,0,48,0,2,0,0,1,1,0,0,1,0
0,13,1,1,29,1,0,0,0,1,1,1,0,1,104.364,34.09,394.0,88.14,0,54,0,4,1,0,0,0,1,0,0,0
0,25,1,1,85,1,1,1,1,1,0,0,1,1,78.35,0.0,0.0,701.25,0,19,0,1,0,0,0,0,1,0,0,0
0,52,0,1,20,0,1,0,0,1,1,1,1,1,51.116,0.0,0.0,0.0,1,76,0,1,1,0,0,0,0,0,0,0
1,28,0,1,16,0,1,1,1,1,0,0,0,0,92.9,0.0,443.0,765.52,1,35,0,1,0,1,0,1,0,0,0,0
6,42,0,1,26,0,1,1,0,0,1,1,1,1,45.1,0.0,53.28,0.0,1,32,0,1,0,1,0,0,1,0,1,0
0,66,0,0,0,0,0,0,0,0,0,0,0,0,19.7,0.0,0.0,3005.64,1,50,0,2,0,0,1,0,0,1,0,0
6,24,0,1,27,1,1,1,0,1,1,1,1,0,57.6,0.0,0.0,0.0,0,42,0,2,0,1,0,0,1,0,0,0
0,43,1,0,0,0,0,0,0,0,0,0,0,0,26.45,0.0,0.0,1242.7,1,39,0,2,1,0,1,0,0,1,0,0
0,15,0,1,32,0,1,0,0,0,0,0,0,1,77.376,0.0,344.0,436.65,1,65,0,0,0,0,0,1,0,0,0,0
7,36,0,1,23,1,0,1,0,0,0,0,0,0,35.35,0.0,303.0,0.0,1,37,0,0,0,1,0,0,0,0,0,1
0,8,1,1,21,0,0,0,0,0,1,1,0,0,87.88000000000001,33.21,139.0,205.84,1,51,2,4,2,0,0,0,0,0,0,0
1,22,0,1,19,1,0,1,1,1,0,0,1,1,70.2,0.0,0.0,435.6,1,49,0,5,0,1,0,1,0,0,0,0
1,45,0,1,29,0,1,0,1,0,0,0,0,1,56.316,0.0,673.0,1891.8,0,60,0,2,0,1,0,0,1,0,1,0
0,12,0,0,0,0,0,0,0,0,0,0,0,0,20.05,0.0,0.0,467.52,1,34,0,0,0,0,0,0,0,1,1,0
0,36,1,1,5,0,0,1,0,0,0,0,1,0,55.8,0.0,0.0,1689.12,0,38,0,3,0,1,0,1,0,0,0,0
6,30,1,1,22,1,1,1,1,1,0,0,1,1,105.7,0.0,0.0,1004.4,1,75,0,2,2,0,0,0,1,0,0,0
0,72,1,1,17,1,1,1,1,1,1,1,1,0,86.65,0.0,0.0,821.52,1,39,0,1,0,0,1,1,0,0,0,0
10,29,0,1,59,0,0,1,0,0,0,0,0,1,75.3,0.0,1335.0,97.15,1,26,0,2,0,0,0,1,0,0,1,0
7,3,0,1,3,0,1,0,0,0,0,0,0,1,30.75,0.0,2.0,0.0,0,75,0,0,0,0,0,0,1,0,0,0
0,38,0,1,22,1,1,0,1,1,0,0,1,0,70.6,0.0,0.0,1605.12,1,55,0,1,0,1,0,0,0,0,1,0
5,48,0,0,0,0,0,0,0,0,0,0,0,0,19.25,0.0,0.0,765.5999999999999,1,43,0,3,0,0,1,0,0,1,1,0
0,2,0,1,51,0,1,0,0,0,0,0,1,1,50.3,0.0,0.0,37.24,1,22,0,0,0,0,0,1,0,0,1,0
5,55,0,1,30,0,0,1,1,0,0,0,0,1,55.25,0.0,936.0,2563.55,1,24,1,2,0,0,1,0,1,0,1,0
0,4,0,0,0,0,0,0,0,0,0,0,0,0,20.05,0.0,0.0,167.92,0,65,0,0,0,0,1,0,0,1,1,0
0,6,0,1,52,1,1,1,1,1,1,1,1,1,63.4,0.0,18.14,0.0,0,21,0,0,0,0,1,0,1,0,0,1
0,41,1,1,53,0,1,1,0,1,1,1,0,1,108.888,0.0,2304.0,1957.34,1,21,0,4,1,0,0,0,0,0,0,0
4,69,0,1,11,0,1,0,0,1,1,1,0,1,95.65,0.0,742.0,3234.03,0,32,0,0,0,1,0,0,0,0,1,0
0,56,0,1,27,1,0,1,0,0,0,0,1,0,52.7,0.0,0.0,1210.16,1,57,0,2,0,1,0,1,0,0,1,0
0,64,1,1,26,0,0,1,1,1,1,1,0,0,102.1,0.0,1739.0,644.48,1,67,0,4,2,1,0,0,0,0,0,0
1,23,1,1,51,1,1,1,1,1,1,1,1,1,91.1,0.0,112.11,643.31,0,20,2,3,0,0,1,0,1,0,1,0
1,72,1,1,53,1,1,1,1,1,1,1,1,1,118.75,0.0,0.0,2962.08,0,33,3,1,0,0,1,1,0,0,0,0
3,4,0,1,53,1,0,0,0,1,0,0,0,0,38.55,0.0,83.0,0.0,1,56,3,0,0,0,0,0,0,0,1,0
1,52,1,1,85,0,1,0,1,0,1,1,1,1,95.65,11.8,432.51,464.88,1,27,0,0,0,0,0,1,0,0,1,0
0,18,1,1,2,0,0,1,0,1,0,0,1,1,89.6,0.0,0.0,626.04,1,43,0,0,0,1,0,0,1,0,1,0
8,71,1,1,10,0,0,1,0,1,1,1,0,1,98.65,0.0,696.0,2465.12,1,60,0,0,0,1,0,1,0,0,1,0
0,38,1,1,94,0,0,1,0,1,1,1,1,1,103.22,0.0,355.05,1188.26,1,30,0,4,2,0,0,0,1,0,0,0
0,27,0,1,26,0,0,0,0,0,0,0,0,1,69.05,22.72,466.0,944.46,1,26,0,0,0,0,0,0,0,0,1,0
0,71,1,0,0,0,0,0,0,0,0,0,0,1,24.65,0.0,0.0,337.25,1,79,0,1,0,0,1,0,0,1,1,0
0,1,0,1,7,0,1,0,0,0,0,0,0,1,32.604,0.0,0.0,0.0,1,41,0,2,0,0,0,1,0,0,0,1
7,56,1,0,0,0,0,0,0,0,0,0,0,0,24.3,0.0,0.0,1187.76,0,23,0,2,0,1,0,0,0,1,0,0
0,4,0,0,0,0,0,0,0,0,0,0,0,1,19.95,0.0,0.0,139.44,1,55,0,0,0,0,0,0,0,1,1,0
0,11,1,1,17,1,1,0,0,0,0,0,1,0,60.25,0.0,0.0,531.63,1,75,0,2,0,0,1,1,0,0,0,0
0,49,1,1,21,1,1,1,1,0,1,1,1,0,103.0,0.0,0.0,1787.03,0,77,0,4,0,1,0,0,0,0,0,0
10,62,1,1,82,0,0,1,0,1,1,1,1,1,101.35,0.0,0.0,933.72,0,30,0,0,0,0,0,0,1,0,0,0
7,49,1,1,18,0,0,0,1,1,1,1,1,1,97.95,0.0,88.52,784.98,1,61,1,1,0,1,0,1,0,0,0,0
0,2,0,1,2,1,0,0,0,0,0,0,1,1,78.72800000000001,0.0,0.38,84.32,1,55,0,1,2,0,0,0,1,0,0,0
0,4,1,1,22,0,1,0,0,1,0,0,0,0,93.184,0.0,80.0,147.04,0,64,0,3,1,0,0,1,0,0,1,0
4,15,0,0,0,0,0,0,0,0,0,0,0,0,19.8,18.55,0.0,261.45,0,49,1,2,0,0,0,0,0,1,0,1
9,56,0,1,15,1,0,1,0,0,0,0,0,0,80.3,0.0,677.0,237.44,0,56,0,0,0,0,1,1,0,0,0,0
0,45,0,1,47,1,1,0,0,1,1,1,1,1,100.3,0.0,210.75,46.35,0,27,0,0,0,1,0,0,1,0,0,0
0,10,0,1,20,1,0,0,0,1,0,0,0,1,88.08800000000001,12.81,166.0,456.9,0,40,0,0,0,0,0,0,0,0,0,1
0,11,1,1,29,0,0,1,0,1,0,0,1,1,89.2,0.0,28.72,120.45,0,60,0,0,0,0,0,0,1,0,0,0
0,29,0,1,27,0,0,1,1,1,1,1,1,1,75.35,2.24,60.59,107.01,1,30,0,1,0,1,0,0,1,0,0,0
9,1,0,0,0,0,0,0,0,0,0,0,0,0,20.35,0.0,0.0,30.09,0,62,3,0,0,0,1,0,0,1,1,0
2,68,1,1,48,1,1,0,1,1,1,1,1,1,107.7,0.0,0.0,1632.68,1,25,0,1,1,0,0,0,1,0,0,0
0,4,1,1,51,0,0,0,0,0,0,0,1,0,50.7,39.92,0.0,65.0,0,24,0,1,0,0,0,0,1,0,0,0
4,71,1,1,59,1,0,1,1,0,1,1,1,0,100.45,16.12,422.42,2283.36,0,25,2,0,0,0,1,0,1,0,0,0
0,34,1,1,27,0,0,0,1,1,0,0,1,0,65.0,0.0,0.0,1539.52,0,32,0,0,0,0,0,0,1,0,1,0
1,35,1,1,10,0,0,1,0,1,1,1,0,0,102.05,0.0,345.0,1579.5500000000002,0,70,0,0,0,0,1,0,0,0,0,0
1,62,1,1,28,1,1,0,1,1,1,1,1,1,84.95,4.68,144.22,291.40000000000003,0,46,0,0,0,0,1,1,0,0,0,0
1,53,0,1,82,0,0,0,1,1,1,1,0,1,93.45,0.0,3995.0,2032.55,0,29,0,1,0,1,0,0,1,0,0,0
0,28,1,1,11,0,0,0,1,0,0,0,1,1,54.9,0.0,0.0,91.0,0,37,0,1,0,0,0,0,1,0,1,0
0,1,0,1,31,0,0,1,0,0,0,0,1,1,52.52,0.0,0.0,39.58,1,35,0,5,0,0,0,0,1,0,0,0
0,2,1,1,31,0,0,0,0,1,1,1,0,1,99.84,0.0,54.0,96.68,0,57,0,0,0,0,0,0,1,0,0,0
9,70,1,1,30,0,0,1,1,1,1,1,1,1,104.3,0.0,0.0,382.2,0,50,0,0,0,0,1,1,0,0,0,0
4,56,0,1,10,0,1,1,1,0,0,0,0,1,85.85,0.0,479.0,642.88,1,60,1,1,0,1,0,0,1,0,1,0
0,4,1,1,51,0,1,0,0,0,0,0,0,1,80.3,0.0,165.0,154.96,0,26,0,1,2,0,0,0,1,0,1,0
0,15,1,1,15,1,0,0,0,1,1,1,1,1,99.7,0.0,23.5,151.79999999999998,1,53,0,0,0,0,0,1,0,0,0,0
0,18,1,1,14,0,1,0,0,0,0,0,1,1,80.55,0.0,0.0,698.22,1,67,0,2,0,0,0,1,0,0,1,0
10,56,1,1,30,1,1,1,1,1,0,0,1,0,81.25,0.0,0.0,1450.4,0,51,2,0,0,0,1,0,1,0,1,0
1,37,0,0,0,0,0,0,0,0,0,0,0,0,19.35,0.0,0.0,99.16,0,20,2,2,0,0,0,0,0,1,0,0
0,29,1,1,82,0,0,0,0,0,0,0,1,1,74.2,0.0,0.0,475.02,0,25,0,2,1,0,0,0,0,0,0,0
0,29,1,1,47,0,1,1,0,0,1,1,1,0,70.9,0.0,0.0,836.0699999999999,1,25,0,3,0,1,0,0,0,0,1,0
8,49,0,1,47,1,0,0,0,0,1,1,0,1,39.2,0.0,864.0,0.0,1,24,2,0,0,0,0,0,0,0,0,0
0,56,1,1,2,0,1,1,0,1,1,1,0,1,106.8,0.0,118.0,1816.08,0,49,0,0,0,1,0,0,1,0,0,0
0,35,0,1,15,0,0,0,0,1,0,0,0,0,57.2,0.0,302.0,1712.55,1,60,0,2,0,0,0,0,0,0,1,0
0,2,1,1,23,1,0,0,0,0,1,1,0,0,90.75,0.0,40.0,54.34,1,55,0,0,0,0,0,0,1,0,1,0
1,1,0,1,20,0,0,0,0,0,0,0,1,0,72.8,0.0,0.0,19.15,1,41,0,0,0,0,0,0,0,0,0,0
9,66,0,1,23,0,0,0,1,1,1,1,0,0,50.55,0.0,774.0,0.0,1,33,4,2,1,0,1,0,1,0,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,21.0,0.0,0.0,16.66,0,30,0,4,0,0,0,0,0,1,0,0
0,1,0,1,2,0,0,0,0,1,1,1,1,1,89.25,0.0,0.0,16.64,1,49,0,1,1,0,0,1,0,0,0,0
0,1,0,1,11,0,0,0,0,0,0,0,0,1,45.916,0.0,0.0,8.77,1,44,0,1,0,0,0,0,0,0,1,0
8,11,1,1,13,0,0,1,0,0,0,0,1,1,78.1,0.0,0.0,194.26,0,77,2,0,0,0,0,0,0,0,1,0
0,43,0,1,11,1,1,0,1,1,1,0,0,1,112.476,0.0,506.0,1368.6899999999998,0,67,0,2,0,0,0,0,0,0,1,0
0,1,0,1,29,0,0,0,0,0,1,1,1,1,36.972,0.0,0.0,0.0,1,38,0,2,1,0,0,0,1,0,0,0
1,22,0,1,19,1,0,0,0,0,0,0,1,0,75.0,0.0,0.0,854.04,1,50,2,4,0,0,0,1,0,0,0,0
0,2,0,1,52,0,1,0,0,0,0,0,0,1,74.75,0.0,75.0,87.12,1,19,0,0,0,0,0,1,0,0,0,0
8,26,1,1,11,0,0,1,0,1,1,0,0,1,98.1,44.17,276.0,485.16,0,79,0,1,1,0,1,0,0,0,0,0
9,68,0,1,14,1,0,0,1,0,0,0,0,0,55.9,0.0,539.0,3045.72,0,49,0,1,0,1,0,0,0,0,0,0
0,70,0,0,0,0,0,0,0,0,0,0,0,1,20.15,0.0,0.0,1879.5,0,32,1,0,0,0,1,0,0,1,1,0
7,12,0,1,73,0,1,0,1,0,0,0,1,0,35.5,0.0,0.0,0.0,1,19,3,2,0,0,0,1,0,0,0,1
